Name,urlwebsite,keywords,Description_French,Description,Description_cleaned
luckyloc,http://www.luckyloc.com/,Location / voiture,Votre location de voiture ou utilitaire en aller simple à 1€ seulement !,Your car rental or utility-way to € 1 only!,car rental utility-way € 1
tech-talent,https://techtalent.io/,salaire / carrière / RH / ressource humaine,Découvrez l'attractivité de votre profil en temps réel,Discover the appeal of your real-time profile,discov appeal real-tim profil
sharingbox,http://www.sharingbox.fr/fr,photo / evenement / marketing,L’animation photo 100% personnalisable qui illumine vos événements!,The 100% customizable animated picture that illuminates your events!,100 customiz anim pictur illumin event
co-recyclage,http://www.co-recyclage.com/,environnemental / recyclage / Réseau social,"Recycler vos objets plutôt que de les jeter, simplement et utilement. ","Recycle your items instead of throwing them away, simply and effectively.",recycl item instead throw away simpli effect
verychic,https://www.verychic.com,chambre / haut de gamme / hôtel / luxe / reduction,Ventes privées d'hôtels extraordinaire,Private extraordinary hotels Sales,privat extraordinari hotel sale
buzcard,http://www.buzcard.fr/,carte de visite / QR Code / networking,Carte de visite numérique avec un QR code,digital business card with a QR code,digit busi card qr code
freebox-mini-4k,http://www.free.fr/adsl/freebox-mini.html,internet / telecom,La nouvelle box sous android TV,The new TV box android,new tv box android
soundsgood,http://soundsgood.co,Musique / Playlist / curation,Les plus belles playlists d'influenceurs passionnés,The best playlists of influencers enthusiasts,best playlist influenc enthusiast
generateur-de-pitch-french-tech,http://www.frenchtech.co/,humour / pitch / fun,Génère ton pitch FrenchTech et lève des fonds,French Tech generates tone pitch and raises funds,french tech gener tone pitch rais fund
le-coin-du-salarie,http://www.coindusalarie.fr,droit / job / conseil / astuces / Bon plan,Les salariés peuvent enfin se défendre,Employees can finally defend,employe final defend
les-suricates,http://www.lessuricates.fr,,"Communauté qui porte, déniche et soutient ces nouvelles initiatives. ",Community which carries unearths and supports these new initiatives.,commun carri unearth support new initi
trak-disponible-fin-2015,http://bit.ly/1F139EQ,IOT / Internet des objets / objets connectés / Musique / montre,Le bracelet connecté shazam,The bracelet connected shazam,bracelet connect shazam
izneo,http://www.izneo.com/,Idées cadeaux / E-commerce / Abonnement / bande-dessinée,Toute la BD numérique à lire en ligne ou à télécharger,Any digital comics to read online or download,digit comic read onlin download
dealerdecoque,http://dealerdecoque.fr/fr/,smartphone / téléphonie / coque / Place de marché / Place de marché,Site de vente de coques de smartphones,smartphones shells sales site,smartphon shell sale site
finansemble,http://www.finansemble.fr/,coaching / finance / impôt / patrimoine,Coach financier en ligne pour les particuliers. Réduisez vos impôts sur le revenu!,Online Financial Coach for individuals. Lower your income taxes!,onlin financi coach individu lower incom tax
flashgap,http://www.flashgap.com,photo / Réseau social / evenement,Créer un album photo commun avec vos amis. Toutes les photos disparaissent automatiquement. Ce n'est que le lendemain midi que vous recevez l'ensemble de l'album avec les photos de tous !,Create a shared album with friends. All photos automatically disappear. Only the noon the next day you get the whole album with the pictures of all!,creat share album friend photo automat disappear noon next day get whole album pictur
overlay,http://overlay.ms/,réalité augmentée / Achat / catalogue / magazine,Ajoutez un panier d’achat en réalité augmentée à vos imprimés avec l’app Overlay.,Add a shopping cart actually increased your printed with the app overlay.,add shop cart actual increas print app overlay
costockage,http://www.costockage.fr,stockage / peer-to-peer / Place de marché,"Costockage, le garde-meuble entre particuliers, plus proche, moins cher. Stocker pour 60% moins cher chez le voisin en l'aidant à arrondir ses fins de mois! L'espace est précieux, partageons-le ","Co-locating the furniture warehouse owner, closer, cheaper. Store to 60% less at the neighbor by helping to supplement his income month! Space is precious, share it",co-loc furnitur warehous owner closer cheaper store 60 le neighbor help supplement incom month space preciou share
remaker,https://www.remaker.fr/,reparation / smartphone / téléphonie,"Réparez votre smartphone où vous le souhaitez, dans l'heure ","Repair your smartphone where you want, in time",repair smartphon want time
i-promo,http://bit.ly/iheartpromo,iOS / promotion / swipe,Tinder du shopping mode 100% promo avec livraison et retour toujours gratuit ! Balayez vos articles préférés avec iilovepromo,Tinder shopping 100% special delivery mode returns free! Scan your favorite items with iilovepromo,tinder shop 100 special deliveri mode return free scan favorit item iilovepromo
officehour,https://www.officehour.fr/,conseil / expert / coaching,"Des entrepreneurs, des experts et des passionnés vous conseillent à la demande sur votre projet par téléphone, visioconférence ou autour d'un café. ","Entrepreneurs, experts and enthusiasts advise you on demand on your project by phone, videoconference or over coffee.",entrepreneur expert enthusiast advis demand project phone videoconfer coffe
interceptor-malou-tech,http://www.psa-entreprise.fr/malou-tech/securite.php,drone / anti-drone,Drone anti-drone,Anti-drone drone,anti-dron drone
lecab,http://www.lecab.fr,taxi,Réservez un Cab pour vos déplacements à Paris / région Parisienne,Book a cab to go to Paris / Paris region,book cab go pari pari region
kiwup,http://www.kiwup.com,email,"Kiwup est la startup qui veut bousculer le marché de l'emailing avec des produits toujours plus innovants (SimpleMail, Stamplia). Leur ambition ? Devenir les leaders de l'email intelligence. ","Kiwup is the startup that wants to shake up the emailing market with ever more innovative products (SimpleMail, Stamplia). Their ambition? Become leaders in email intelligence.",kiwup startup want shake email market ever innov product simplemail stamplia ambit becom leader email intellig
brocantelab,http://www.brocantelab.com,brocante / Réseau social,Plateforme communautaire et spécialisée sur le mobilier et l’accessoire déco d’occasion.,Community Platform and specialized furniture and the decorative accessory used.,commun platform special furnitur decor accessori use
streamwide-my-social-line,http://www.streamwide.fr/produits-solutions/portfolio/joignabilit%C3%A9/my-social-line,Réseau social,Utilisez les réseaux sociaux pour stimuler le trafic vocal et fidéliser vos abonnés,Use social networks to stimulate voice traffic and retain your subscribers,use social network stimul voic traffic retain subscrib
oledcomm,http://www.oledcomm.com/,Li-Fi,Internet par la lumière. Le pionnier du Li-Fi est Français!,Internet light. The li-fi pioneer is French!,internet light li-fi pioneer french
la-petite-tranche,https://www.lapetitetranche.fr/,box /,La charcuterie issue de producteurs en coffret et en abonnement,The charcuterie producers after box and subscription,charcuteri produc box subscript
mamanlou,http://www.mamanlou.com/,Place de marché / Place de marché / Location / bébé / puériculture,"Location et occasion puériculture - Beauté, bien-être et loisirs pour la femme et l'enfant ","Location and time childcare - Beauty, wellness and recreation for women and children",locat time childcar beauti well recreat woman child
let-it-bill,https://www.let-it-bill.com/fr/accueil/,facture / cloud / comptabilite,Le nouveau logiciel français de facturation simple et très économique,The new French software simple and very economical billing,new french softwar simpl econom bill
netatmo-thermostat,https://www.netatmo.com/fr-FR/produit/thermostat,domotique / thermostat,Contrôlez votre chauffage à distance avec votre smartphone,Remote control your heating from your smartphone,remot control heat smartphon
woozgo,http://www.woozgo.fr/,,Une nouvelle façon de faire des rencontres avec des milliers de célibataires,A new way to socialize with thousands of singles,new way social thousand singl
